제목,저자,발행기관,학술지명,권호사항,발행연도,작성언어,주제어,KDC,등재정보,자료형태,발행기관 URL,수록면,KCI 피인용횟수,비고,중단사유,제공처,소장기관,국문 초록 (Abstract),다국어 초록 (Multilingual Abstract),목차,exclude_reason
방언 어휘와 AI 교육콘텐츠 = A Study on dialect vocabulary and AI contents in Education,정유남,한국어학회,한국어학(Korean Linguistics),"Vol.101No.-[2023]
",2023,Korean,"국어 교육,방언 어휘,사회문화적 가치,지역어,한국언어문화,AI 교육콘텐츠,Korean language education,Dialect vocabulary,Socio-cultural values,Regional languages,Korean language and culture,AI contents in education",,KCI등재,"학술저널
",http://www.koling.org/,187-213,,,," KCI, &nbsp;&nbsp; DBpia",,,"This study explored the socio-cultural value of dialect vocabulary and examined its potential for use as AI contents in education. We discussed that dialect vocabulary is important as it represents the uniqueness and diversity of Korean as a natural language, so that the need to expand it into AI contents for education. By analyzing the dialect educational content presented in the curriculum of K-12 education, we noted the importance of dialect vocabulary as content for digital innovation education. We found that it is necessary to build AI content that incorporates local languages and cultures in the educational field, and that this enables interdisciplinary convergence education. In this study, we provided rich voice, text, and image information related to dialect vocabulary and proposed a way to utilize it as various AI educational contents in terms of dialect education and AI tools. The significance of this study is that we confirmed that existing dialect vocabulary has convergent value as AI educational contents that can be further utilized in linguistics and education research.",,short_abstract
남한의 초등학교와 북한의 소학교 국어 교과서 어휘의 계량적 비교 연구 = A Study on the Quantitative Comparison of the Vocabulary between Elementary School Korean Textbooks in South Korea and Those in North Korea,"정혜현 ( Jeong Hyehyeon ),진용성 ( Jin Yongseong )",고려대학교 한국어문교육연구소,한국어문교육,"Vol.34No.-[2021]
",2021,,"남북한 교과서,초등학교,국어 교과서,어휘 분석,계량적 연구,North and South Korea Textbooks,Elementary schools,Korean language textbooks,Word analysis,Quantitative study",700,KCI등재,"학술저널
",,117-154,3,,," KCI, &nbsp;&nbsp; KISS",고려대학교 도서관,,"This study quantitatively analyzed vocabulary contained in the elementary school Korean textbooks in South and North Korea. In order to quantitatively analyze vocabulary in the elementary school Korean textbooks in South and North Korea, the frequency of word types and parts of speech were examined, and high frequency words and key words were identified. The quantitative analysis of vocabulary in elementary school Korean textbooks in South and North Korea revealed that the word types, parts of speech, and frequency showed considerable homogeneity in terms of distribution by grade. The examination of the key words in the North and South Korean textbooks revealed that some vocabulary words that havea significant relationship to each other―such as ‘chingu-dongmu’, ‘natmal-dan-eo’―are used differently, and considerable differences were found in terms of the content of units. These results can be used as major basic data for making vocabulary dictionaries for North and South Korean textbooks and elementary school textbooks in the Unification Era.",,short_abstract
의미 능력 평가 문항 개발 연구 -1994~2014 대학수학능력시험에서 어휘력 평가 현황을 바탕으로- = A Study on The Development of Questions On Sense Ability Evaluation -Based on the current condition of vocabulary evaluation in the Korean Language Subtest in College Scholastic Ability Test(C.S.A.T.) from 1994 to 2014-,이경숙 ( Gyeong Suk Lee ),고려대학교 한국어문교육연구소,한국어문교육,"Vol.16No.-[2014]
",2014,,"대학수학능력시험 언어 영역,어휘력 평가,의미 능력 평가,어휘력 평가 문항,의미 능력 평가 문항,Korean Language Subtext in Collage Scholastic Ability Test",700,KCI등재,"학술저널
",,129-180,,,, KISS,,,"This study aims to analyze the present condition of the vocabulary evaluation, which is present in the Korean Language Subtest in College Scholastic Ability Test(C.S.A.T.). This study also aims to develop the questions on sense ability evaluation based on the 2009 revised curriculum. Vocabulary evaluations in the C.S.A.T. total 143 questions, excluding sentence re-drafting, spelling, pronunciation, grammar etc. Sorted into types, most of the questions are about the contextual meaning of vocabulary(43 questions, 30%), followed by questions on synonyms(29 questions, 20%), questions on the basic meaning of vocabulary(14 questions, 10%), and questions on the meaning of Chinese character idioms(14 questions, 10%). Therefore, the vocabulary evaluation in C.S.A.T. mainly focuses on the questions about the contextual meaning, synonyms, basic meaning and meaning of Chinese character idioms. 1994~2014 C.S.A.T. can be classified into three parts; in 1994~2004, 2005~2013, and 2014. This is due to changes to the national curriculum. The 1994~2004 C.S.A.T. were focused on synonyms(19 questions, 27%) and contextual meaning of vocabulary(19 questions, 27%), the 2005~2013 C.S.A.T. were focused on contexual meaning of vocabulary(21 questions, 25%), the 2014 C.S.A.T. was focused on contexual meaning of vocabulary(3 questions, 25%) and meaning of vocabulary or sentence. So, this study develops 3 types(contextual meaning, meaning relations, basic meaning) of questions on sense ability evaluation by the 2009 revised curriculum. The 2014 C.S.A.T. which was revised in 2013, reduces the burden to students and fully reflects the current national curriculums. Taking this into consideration, sense ability evaluation should now be based on curriculums.",,short_abstract
초등학교 교과서의 순화 대상어 선정과 교과서 어휘 순화의 방향 - 국어 · 수학 · 사회 · 과학 · 도덕 교과를 중심으로 = A Study on Target Words to Refine in Elementary School Textbooks,"이관규 ( Lee Kwankyu ),정지현 ( Jeong Jihyeon ),신희성 ( Shin Heeseong )",고려대학교 한국어문교육연구소,한국어문교육,"Vol.28No.-[2019]
",2019,,"초등학교 교과서,교과서 어휘,순화 대상어,순화어,Elementary School textbook,Textbook vocabulary,Target words to refine,Refined words",700,KCI등재,"학술저널
",,135-174,2,,," KCI, &nbsp;&nbsp; KISS",고려대학교 도서관,,"This study introduces the selection of target words to refine in elementary school textbooks based on a large corpus. This is a combination of the context of the Korean language purification movement and the context of studying vocabulary in elementary school textbooks.
Target words to refine were extracted from elementary school textbooks, whose subjects included Korean language, mathematics, social studies, science and ethics. The selection went through the following steps: extracting vocabulary from the corpus of textbooks, selecting target words from the extracted vocabulary, and experts’ evaluation and selection of target words to refine. As a result, 1,341 target words were selected.
Qualitative review of the selection of the target words to refine in each subject gave two implications for the direction for purifying the vocabulary in elementary school textbooks. First of all, materials used for authentic purposes in subjects like Korean language and mathematics can have enhanced educational value if refined words are used. Social studies and science departments need to work with experts on the issues of readability and formation of the misconception of learners.",,short_abstract
어휘의미(語彙意味)의 성분분석방법(成分分析方法) -Nide(1975)를 중심으로-,이관규,고려대학교 한국어문교육연구소,한국어문교육,"Vol.1No.-[1986]
",1986,,,700,KCI등재,"학술저널
",,175-188,,,, KISS,,,,,short_abstract
전형 유형론에 기반한 한국어 피동 교육의 대안적 접근 = An Alternative Approach to Teach Korean Passive Construction based on Canonical Typology,정해권(Haegwon Jeong),한국국어교육학회,새국어교육(The Academy for Korean Language Education),"Vol.-No.135[2023]
",2023,,"한국어 피동,전형 유형론,가능,자발,결과상,Korean passive,Canonical Typology,Potential,Spontaneous,Resultative aspect",710,KCI등재,"학술저널
",http://mjkor.cafe24.com/,83-110,,,," KCI, &nbsp;&nbsp; 스콜라",,,,"1. 서론
2. 피동 교육의 어휘적 방식과 통사적 방식
3. 전형적 피동과 피동이 아닌 피동사의 용법
4. 적절하지 않은 피동사 제시와 이에 대한 대안
5. 결론
참고문헌","short_abstract,no_relevant_keyword"
국어 교육에서의 한자어 문법 - 어휘 형태론적 분석을 중심으로 = A Study on Lexical Morphology of Sino - Korean in Korean Education,민병준 ( Byong Joon Min ),한국어교육학회,한국국어교육연구회 논문집(N/A),"Vol.46No.-[1992]
",1992,,,700,,"학술저널
",,39-69,,,, KISS,,,,,short_abstract
"""단어에 대한 앎""의 의미에 기반한 어휘교육의 방향 설정 연구 = A Study on the Direction Establishment of Vocabulary Education based on Meaning of ""Word Knowledge""",신명선 ( Myeong Seon Sin ),한국어교육학회,국어교육(Korean Language Education),"Vol.0No.124[2007]
",2007,,"word knowledge,the meaning of ""word knowledge"",the character of word knowledge,the aspect of word knowledge,the direction of vocabulary education,the education period about a word,the education method about a word,the education contents about a wor",810.4,KCI등재,"학술저널
",http://www.koredu.org,349-386,17,,, KISS,호서대학교(아산) 학술지원과,,,,short_abstract
새로운 어휘군 제시를 통한 이독성 평가 모델 개발 및 검증 - 수학능력시험 국어 영역 제시문에의 적용,도양훈,한국어교육학회,한국어교육학회 학술발표논문집(N/A),"Vol.2022No.-[2022]
",2022,,,700,,"학술저널
",,171-189,,,, KISS,,,,,short_abstract
어휘력 평가 영역 설정 기준에 대한 연구,최운선,한국어교육학회,한국어교육학회 학술발표논문집(N/A),"Vol.2012No.-[2012]
",2012,,,700,,"학술저널
",,1-27,,,, KISS,,,,,short_abstract
‘새로운 어휘군 제시를 통한 이독성 평가 모델 개발 및 검증’에 대한 토론문,나상수,한국어교육학회,한국어교육학회 학술발표논문집(N/A),"Vol.2022No.-[2022]
",2022,,,700,,"학술저널
",,191-193,,,, KISS,,,,,short_abstract
중학교 국어교과서 날개 어휘 선정 및 뜻풀이 방식의 문제,윤구희,한국어교육학회,한국어교육학회 학술발표논문집(N/A),"Vol.2012No.-[2012]
",2012,,,700,,"학술저널
",,65-88,,,, KISS,,,,,short_abstract
교과 문식성 관점에서의 교과 어휘 능력 탐색 - CCSS 및 미국 ELA 교과서의 사례를 중심으로,전영주,한국어교육학회,한국어교육학회 학술발표논문집(N/A),"Vol.2023No.-[2023]
",2023,,,700,,"학술저널
",,167-198,,,, KISS,,,,,short_abstract
‘국외 학령기 학습자의 평가 기준 마련을 위한 TOPIK 어휘 분석’에 대한 토론문,모리사토미,한국어교육학회,한국어교육학회 학술발표논문집(N/A),"Vol.2019No.1[2019]
",2019,,,700,,"학술저널
",,203-204,,,, KISS,,,,,short_abstract
"한,중 양국어의 어휘비교연구 (특히 한자어휘를 중심으로)",허벽,연세대학교 언어연구교육원 한국어학당,외국어로서의 한국어교육(Teaching Korean as a Foreign Language),"Vol.19No.-[1994]
",1994,,,700,KCI등재,"학술저널
",,5-25,,,, KISS,중앙대학교 서울캠퍼스 중앙도서관,,,,short_abstract
시간부사의 어휘 변별 정보 연구 -유의어 방금과 금방의 분석을 중심으로- = The study on the Lexical information of time adverb in Korean,봉미경 ( Mi Kyung Bong ),연세대학교 언어연구교육원 한국어학당,외국어로서의 한국어교육(Teaching Korean as a Foreign Language),"Vol.30No.-[2005]
",2005,,"유의어,synonym,시간부사,time adverb,말뭉치,corpus,빈도,frequency,연어,collocation,문체,style",700,KCI등재,"학술저널
",,113-139,18,,," KCI, &nbsp;&nbsp; KISS",서울대학교 중앙도서관,,,,short_abstract
"대구 지역 커피전문점 명칭의 어휘 유형이 상품 이미지와 고객 반응에 미치는 영향에 대하여 = An Analysis of the Lexical Strata of the Names of Coffee Shops in Daegu, Korea and Its Influence on Customers’ Responses and Images about Their Goods","이선윤 ( Lee Sunyun ),김선영 ( Kim Sunyoung ),정현지 ( Jung Hyunji ),최준석 ( Choi Junsunk ),박선우 ( Park Sunwoo )",고려대학교 한국어문교육연구소,한국어문교육,"Vol.26No.-[2018]
",2018,,"고유어,한자어,외래어,브랜드 이미지,커피전문점,Korean native word,Sino-Korean word,Loanword,Brand image,Coffee shop",700,KCI등재,"학술저널
",,59-96,0,,," KCI, &nbsp;&nbsp; KISS",고려대학교 도서관,,"The purpose of this study is to investigate the relationship between lexical strata and brand image and its impact on the names of coffee shops in Deagu, Korea. For the data, 200 questionnaires were gathered from customers who had purchased coffee by visiting coffee shops at several central locations in Deagu. The analysis showed the following results: First, customers thought the brands with Korean native names had an image of being familiar, distinctive and inexpensive. Second, the brand with Sino-Korean names had an image of being distinctive and professional. In order for the brand to have a professional image, however, Sino-Korean words that are easy to guess their meanings had to be used. Third, the brands with foreign loanwords and foreign language words had an image of being professional, serving high-quality coffee. Most consumers preferred coffee shops with foreign language names to those with Korean or Sino-Korean ones. However, survey results reveal that it is desirable to select appropriate lexical types among Korean, Sino-Korean and foreign names according to the images of the product or coffee shop.",,short_abstract
남천 (南川) 박갑수 (朴甲洙) 교수 정년퇴임 기념 논문집 : 외국어로서의 한국어 어휘지도 방안 연구 - 고유어 접사의 어원 및 뜻풀이를 중심으로 - = Study on the Korean words teaching as a foreign language : In case of prefix & suffix meaning and root word,권순희(Soon Hee Kwon),국어교육학회,국어교육학연구(Korean language education research),"Vol.9No.-[1999]
",1999,,,700,KCI등재,"학술저널
",http://www.koredu.net/,361-382,,,, KISS,,,N/A,,short_abstract
한국어의 친족호칭 어휘 연구 (1) = A Study on the Vocabulary in Korean of kinship - terms,최규일,한국어교육학회,국어교육(Korean Language Education),"Vol.-No.55[1986]
",1986,,,700,KCI등재,"학술저널
",http://www.koredu.org,51-85,,,, KISS,이화여자대학교 중앙도서관,,,,short_abstract
어휘비교교육의 이논과 실천,한진건,Korean 교육 연구 국제협의회 : 이화여자대학교 한국어문학연구소,Korean 연구와 교육,"Vol.-No.2[2006]
",2006,Korean,,710.7,,"학술저널
",,123-133,,,, RISS,이화여자대학교 중앙도서관,,,,short_abstract
청각장애학교 농학생의 한국어능력시험(TOPIK) 어휘ㆍ문법 결과 분석,이한나ㆍ최상배(Lee Han naㆍChoi Sang bae),한국특수교육학회,특수교육학연구(Korean Journal of Special Education),"Vol.50No.4[2016]
",2016,,"농학생,청각장애,한국어능력시험,언어능력,deaf,hard of hearing,TOPIK,literacy",379,KCI등재,"학술저널
",http://www.ksse.or.kr/,1-19,,,, 스콜라,,,"A research was done to test Korean language vocabulary and grammar of current deaf students at the School for the Deaf. Total of 50 students were tested: 9 elementary students, 15 middle school students and 26 high school students. The results of the research are as follows: First, the average test score for the Korean language vocabulary and grammar for the elementary, middle and high school are 81.72, 63.36 and 45.52 respectively. There were informative differences according to the level of the test. Second, the average test score for Korean language vocabulary and grammar from the low, middle, and advanced levels were 77.11, 56.33, 36.22 for 1-6 graders, 83.06, 65.93, 51.33 for 7-9 graders, and 82.53, 63.30, 45.38 for 10-12 graders. The average test scores for Korean language vocabulary and grammar of middle and high school students were higher than elementary school students. Middle school students were slightly higher than high school students and statistically, there were no meaningful differences. Therefore, the statistics show that there was a plateau effect in the vocabulary and grammar skills of Korean language of current deaf students. Third, there were consistent errors in each test and there were more errors in grammar than vocabulary exams. Through this research, the findings show that Korean language skill exam is appropriate tool to evaluate grammar and vocabulary level for the deaf students. This research shows that the teacher needs to utilize Korean language skill exam in order to instruct Korean skills of the deaf students and evaluate them accordingly.",,short_abstract
한국어 어휘체계의 특징 = The Characteristics of Korean Vocabulary System,이용주,한국국어교육연구회,국어교육(Korean Language Education),"Vol.-No.15[1969]
",1969,Korean,,810.4,KCI등재,"학술저널
",http://www.koredu.org,45-64,,,, KISS,한신대학교 도서관,,,,short_abstract
국어문장의 바른길 찾기를 위한 어휘론적 연구 = Lexicological Studies for the Perfect Writings in Korean,심재기(Jae Kee Shim),연세대학교 언어연구교육원 한국어학당,외국어로서의 한국어교육(Teaching Korean as a Foreign Language),"Vol.8No.1[1983]
",1983,,,700,KCI등재,"학술저널
",,109-128,,,, KISS,호서대학교(아산) 학술지원과,,N/A,,short_abstract
문법 교과서 일반 어휘의 사고 기능 수행 양상 연구 - 문법 설명 텍스트를 중심으로,노하늘,고려대학교 한국어문교육연구소,고려대학교 한국어문교육연구소 학술발표논문집,"Vol.2018No.-[2018]
",2018,Korean,,,,"학술저널
",,174-188,,,, KISS,,,,,short_abstract
신문 수업용 어휘 목록의 작성 방향 = Making Vocabulary Lists for a Newspaper Class,안경화,국제한국어교육학회,한국어 교육(Journal of Korean Language Education),"Vol.17No.3[2006]
",2006,Korean,"vocabulary teaching,vocabulary lists,word family,semitechnical vocabulary,technical vocabulary,a newspaper class,frequency analysis,coverage,어휘 교육,어휘 목록,어족,준전문어휘,전문어휘,신문 수업,빈도수 분석,사용 범위",,KCI등재,"학술저널
",http://www.iakle.com,143-161,6,,," KCI, &nbsp;&nbsp; 스콜라",,,"The aim of this paper is to expound the characteristics of vocabulary in news articles and to present how to make vocabulary lists for a newspaper class. The corpus of news article texts is analysed in terms of frequency of occurrence and coverage. The result is as follows; Vocabulary in news article texts includes more than 25,000 types. About 80% of vocabulary in news article texts is low-frequency words which appear less than 10 times in the whole corpus of news article texts. Also, vocabulary in news article texts is different from that of the standard corpus as well as vocabulary in Korean texts in its frequency distribution. Especially news article text corpus and Korean text corpus differ from each other in that the former includes words of politics unlike the latter. Based on frequency analysis of word families and text coverage, vocabulary lists for low-frequency words can be made. Word families with a fundamental word, word families with a more frequent word, word families with a semitechnical low-frequency word and word families with low-frequency words should be introduced in a newspaper class in turn. In addition, technical vocabulary in news article texts such as names, places and organizations, appears relatively frequently so that technical vocabulary lists need to be made. These lists of word families in news article texts help instructors not only to make vocabulary material for a newspaper class but also to make possible a more effective current events class dealing with newspaper articles. (Seoul National University)",,short_abstract
한국어 중·고급 학습자의 그림에 대한 어휘 처리 연구 -어휘 판별 과제를 바탕으로- = A behavioral study for lexical processing on pictures of advanced and intermediate level learners of Korean: Based on a lexical decision task,"신수련 ( Shin Su-reun ),서강보 ( Seo Kangbo ),정해권 ( Jeong Haegwon )",한국외국어대학교 외국어교육연구소,외국어교육연구(Studies in foreign language education),"Vol.35No.2[2021]
",2021,,"synonymy,translation equivalent,prime effect,asymmetric store,dual encoding,vocabulary teaching,유의어,번역어,점화 효과,비대칭 저장,이중 부호,어휘 교육",700,KCI등재,"학술저널
",,71-89,0,,," KCI, &nbsp;&nbsp; KISS",,,"In semantic processing of vocabularies, visual and verbal inputs are referentially linked to conceptual representation via independent paths. In this study, a lexical decision task was conducted on Chinese-speaking Korean learners for synonyms, translation equivalents, pictures, and unrelated words. (1) In all groups, synonyms, translation equivalents, and pictures were more accurate than unrelated words, but advanced learners processed translation equivalents more quickly than others. (2) The results of advanced learners' response time support the asymmetric storage model, but the intermediate learner's fast and accurate processing of pictures similar to the translation equivalents supports the double-encoding hypothesis. (3) Because L2 synonyms could be a processing burden, it can be proposed that presenting explanations with pictures help to learn vocabularies. These results suggest that it may be helpful to approach abstract words by translation equivalents at the advanced level, but teaching vocabularies using both pictures and explanations is effective at the intermediate level.",,short_abstract
교양 한국어 과정에서의 발음 교육 규칙 위계화 연구 : 1-3영역 학습자를 대상으로 = A Study on the Hierarchy of Korean Pronunciation Rules for College Korean Material : For Learners in the 1-3 Areas,박수정,배재대학교 주시경교양교육연구소,대학교양교육연구(Journal of Liberal Arts Education Studies),"Vol.8No.1[2023]
",2023,Korean,"교양 한국어 교재, 한국어 발음 교육, 발음 규칙, 위계화",,KCI등재,"학술저널
",,-,,,, RISS,,,,"Ⅰ. 서론 165&#xD;
Ⅱ. 발음 교육 규칙 위계화를 위한 토대 169&#xD;
Ⅲ. 발음 규칙 위계화 기준 설정 및 어휘 분류 171&#xD;
 1. 발음 규칙의 위계화를 위한 기준 설정 171&#xD;
 2. 아홉 개의 발음 규칙에 따른 어휘 목록 재분류 171&#xD;
Ⅳ. 1-3영역 대상 발음 규칙 위계화 제안 184&#xD;
Ⅴ. 결론 191&#xD;
참고문헌 193","short_abstract,no_relevant_keyword,exclude_keyword_hit"
한중 한자어휘의 비교를 통해 본 한국어 어휘 학습 전략,"장선우,김동석",한국한자한문교육학회,한국한자한문교육학회 학술대회,"Vol.2013No.1[2013]
",2013,Korean,,710,,"학술저널
",,78-91,,,, 코리아스칼라,,,,"1. 서론
 2. 선행연구
  2.1 한중 한자어 비교 연구
  2.2 학습 오류 연구
 3. 동형 한자어의 공기 어휘 비교
  3.1 비교 범위
  3.2 동형 유의
  3.3 동형 이의
 4. 결론",short_abstract
"한국어 학습자를 위한 문화,지식 기반 어휘 제시 연구 = The Study on Culture-based vocabulary and Knowledge-based vocabulary for Korean Leaners",심혜령 ( Hye Ryeong Shim ),한국문법교육학회,문법 교육(Grammar education),"Vol.19No.-[2013]
",2013,,"문화기반어휘,지식기반어휘,정착목적,초등학교 교과서,Culture-based Vocabulary,Knowledge-based Vocabulary,Korean learners who aim to settle down and survive,Elementary school text books",700,KCI등재,"학술저널
",,293-324,4,,, KISS,,,"This study was initiated from the curiosity of what foreign learners lack linguistically when they aim to achieve certain goals through Korean language. Providing these foreign learners the alternative method to the cultural and informational background which they have not internalized, has become a task in the field of Korean education. Especially the rapid transition to a multi-cultural society, due to the increase of Korean learners, including marital immigrants and their children, foreign workers and their family and North Korean defectors, is requiring a change in the paradigm of Korean education. Thus, Korean education should provide methods which can help the settlement and survival of the people whose mother tongues are not Korean. As an effort to this cause, this study established the concept of ``Culture-based Vocabulary`` and ``Knowledge-based Vocabulary`` and formed a list of words respectively by analyzing each types of vocabulary. Elementary school text books were used as the fundamental source based on the idea that the context and vocabulary of these books were appropriate for mediately providing the rudimentary knowledge and experience to Korean learners who aim to settle down and survive in the Korean society. Acknowledging the importance of efficacy and applicability, this study also simultaneously analyzed the Korean language text books and corpus for listing ``Culture-based`` and ``Knowledge-based`` vocabulary and additionally provided various related information to help utilize the vocabulary list.  ",,short_abstract
한국어 학습자를 위한 문화지식 기반 어휘 제시 연구 = The Study on 'Culture-based vocabulary' and 'Knowledge-based vocabulary' for Korean Leaners,심혜령,한국문법교육학회,문법 교육(Grammar education),"Vol.19No.-[2013]
",2013,Korean,"문화기반어휘,지식기반어휘,정착목적,초등학교 교과서,Culture-based Vocabulary,Knowledge-based Vocabulary,Korean learners who aim to settle down and survive,Elementary school text books",,KCI등재,"학술저널
",,203-234,4,,, KCI,,,"This study was initiated from the curiosity of what foreign learners lack linguistically when they aim to achieve certain goals through Korean language. Providing these foreign learners the alternative method to the cultural and informational background which they have not internalized, has become a task in the field of Korean education. Especially the rapid transition to a multi-cultural society, due to the increase of Korean learners, including marital immigrants and their children, foreign workers and their family and North Korean defectors, is requiring a change in the paradigm of Korean education. Thus, Korean education should provide methods which can help the settlement and survival of the people whose mother tongues are not Korean. As an effort to this cause, this study established the concept of 'Culture-based Vocabulary' and 'Knowledge-based Vocabulary' and formed a list of words respectively by analyzing each types of vocabulary. Elementary school text books were used as the fundamental source based on the idea that the context and vocabulary of these books were appropriate for mediately providing the rudimentary knowledge and experience to Korean learners who aim to settle down and survive in the Korean society. Acknowledging the importance of efficacy and applicability, this study also simultaneously analyzed the Korean language text books and corpus for listing 'Culture-based' and 'Knowledge-based' vocabulary and additionally provided various related information to help utilize the vocabulary list.",,short_abstract
베트남 한국어 학습자의 작문에 나타난 어휘 오류 유형 분석 연구,박종호(Bak Jong ho),우리말교육현장학회,우리말교육현장연구(Field Studies in Korean Language Education),"Vol.11No.1[2017]
",2017,,"어휘 오류,베트남 한국어 학습자,형태 오류,의미 오류,오류 유형,Lexical error,Vietnamese learners,morphological error,error in meaning,error types",373,KCI등재,"학술저널
",http://www.urimal-so.or.kr,361-383,4,,, 스콜라,홍익대학교 중앙도서관,,"This study extracted words that appeared in the writings of Vietnamese students learning Korean, classified them into categories, and discussed educational proposal to reduce lexical errors. Recently, foreign students of various languages are entering Korea, and the number of Vietnamese students studying in Korea is rapidly increasing. Along with their fast growth, there should be studies on how to teach them Korean effectively in various aspects. Especially, lexical education is important not only as an area of Korean education but for the essential daily in Korea. So in order to search for effective ways to teach vocabulary to Korean learners from Vietnam, this study analyzed lexical errors that appeared in the writings of intermediate-level Vietnamese students learning Korean, classified them, and suggested applicable ways to reduce errors.",,short_abstract
21세기 한국어 능력에 대한 진단평가 준거로서 어휘·문법 지식의 활용 방안,"김성숙,손희연(토론)",한국문법교육학회,한국문법교육학회 학술발표논문집(N/A),"Vol.2018No.2[2018]
",2018,,,700,,"학술저널
",,171-185,,,, KISS,,,,,short_abstract
"L2 글쓰기 어휘 다발 연구: 한국어, 중국어, 일본어 화자의 비교 = Lexical Bundles in L2 Writers’ Essays: A Comparison Across the Speakers of Korean, Chinese, and Japanese","박광현 ( Kwanghyun Park ),남대현 ( Daehyeon Nam )",한국외국어대학교 외국어교육연구소,외국어교육연구(Studies in foreign language education),"Vol.35No.2[2021]
",2021,,"lexical bundles,Korean,Chinese,Japanese,argumentative essays,corpus,어휘 다발,한국,중국,일본,논지적 에세이,코퍼스",700,KCI등재,"학술저널
",,21-36,,,," KCI, &nbsp;&nbsp; KISS",,,"It has long been believed that East Asian countries share the same rhetorical patterns because of the over-simplifying perspectives of the rhetorical uniqueness of each country’s speakers. The current study examines lexical bundles in the argumentative essays produced by English learners in three Asian countries: China, Japan, and South Korea. The analysis consists of two dimensions of lexical bundles (i.e., structure and function) to examine three structural components (i.e., NP-, VP-, and PP-based structures) and three functional components (i.e., stance, discourse organizer, and referential functions). The results show that there are idiosyncratic structural and functional patterns in the texts produced by the learners in these countries. That is, Chinese L2 learners prefer NP- and PP-based lexical bundles, while Japanese L2 learners prefer VP-based lexical bundles. Regarding the functional lexical bundle uses, Korean L2 learners prefer discourse organizers, while Chinese L2 learners more frequently use referential lexical bundles and Japanese L2 learners tend to use stance lexical bundles. Findings from the current study suggest that previous studies on L2 lexical bundle uses should be examined further by considering L1 background as an essential variable. What has been perceived as a characteristic of learners’ language production may be strongly influenced by masking their L1 effect.",,short_abstract
등급별 명사-동사 연어의 심리언어학적 행동 반응 연구 -어휘 판별 과제를 바탕으로- = A Psycholinguistic Behavioral Study on Noun-Verb Collocations Classified by Levels: Based on a Lexical Decision Task,"신수련,정해권",국제한국어교육학회,한국어 교육(Journal of Korean Language Education),"Vol.31No.4[2020]
",2020,Korean,"연어,어휘 판별 과제,행동 반응,정확도,반응 시간,점화 효과,고빈도,collocation,lexical decision task,behavioral response,accuracy,reaction time,priming effect,high frequency",,KCI등재,"학술저널
",http://www.iakle.com,83-107,0,,," KCI, &nbsp;&nbsp; 스콜라",이화여자대학교 중앙도서관,,"Previously, selecting vocabularies was based on frequency, review of existing literature, and expert assessment. However, associative relations such as collocations were not considered. Therefore, it is necessary to quantitatively analyze a more empirical verification of the semantic network based on collocation relations. These would be confirmed through the reaction time and accuracies that appeared in performing a lexical decision task for collocations of noun-verb pairs using priming effects by native Korean speakers and Chinese Korean learners. In the results, native speakers showed statistically significant differences between unrelated words, low-frequency co-occurrences, middle-level collocations, and beginner-level collocations. However, for Chinese-speaking learners of Korean, there were differences only between collocations and non-collocations in the accuracies. In particular, high-frequency collocations showed more accurate and consistent processing patterns compared to other relation types. These suggest that teaching vocabularies using high-frequency collocations makes learners construct the semantic network more effectively and can process vocabularies most accurately and easily.",,short_abstract
"어휘 의미를 활용한 유의적 문형 교수 방안 = On Teaching Expressions by Using the Meanings of Vocabulary - focusing on the expressions-‘-는 것 같다, -나 보다, -는 모양이다’",진기호,국제한국어교육학회,한국어 교육(Journal of Korean Language Education),"Vol.17No.1[2006]
",2006,Korean,"문형,모국어화자,문맥상 의미,시행착오,현상,이전 학습,어휘 의미를 통한 교수,expression,native speaker,contextual meaning,trial and error,phenomenon,lessons precedent,teaching through the meaning of words",,KCI등재,"학술저널
",http://www.iakle.com,395-413,8,,," KCI, &nbsp;&nbsp; 스콜라",,,"This paper aims to find a better way, for the students who learns Korean language, to understand expressions that are similar to one another in meanings in Korean language. The native speakers, as they learn their language, acquire the differences in meaning or nuance of different expressions which are known as doing similar contextual meaning. But the students who learn Korean as a second language can not understand the subtle differences of each expression not the same as the native Koreans do, and that is the reason why they have to go through a trial and error even though they have already learned the language in the classroom. Most of the students who learn Korean as a second language can not understand the differences of similar expressions, and even if they realize the differences, they still don’t know how it happens. This phenomenon comes from the fact that we have been teaching expressions in relation to the similar expression in the lessons precedent, and that makes the students to misunderstand those different expressions, which have different forms, are the same. To avoid this phenomenon, this paper suggests that teaching expressions should be done through the meaning of words(connectives, verbs, etc.) embedded in them. Therefore, when a expression is about to be taught, it should be introduced with the words which are embedded in that expression, and this procedure will make the students possible to use the words as well as the entire expression correctly.",,short_abstract
